SeniorCitizen,PropertyValue,tenure,PhoneService,MonthlyCharges,TotalCharges
0,3488,3,No,29.2,98.5
0,3489,2,Yes,46.6,87.9
0,3490,9,Yes,85.35,754.65
1,3491,1,Yes,75.35,75.35
0,3492,25,Yes,74.3,1952.25
1,3493,2,Yes,69.3,153.8
0,3494,43,Yes,75.2,3198.6
0,3495,1,Yes,20.9,20.9
0,3496,58,Yes,94.3,5610.15
0,3497,59,Yes,76.45,4519.5
0,3498,44,No,54,2440.25
0,3499,66,Yes,104.25,6860.6
0,3500,68,Yes,19.95,1377.7
0,3501,9,No,24.95,190.25
0,3502,19,Yes,84.75,1651.95
0,3503,4,Yes,19.75,78.3
0,3504,70,Yes,113.65,7939.25
0,3505,1,Yes,44.9,44.9
0,3506,8,Yes,75.25,576.7
0,3507,53,Yes,24.6,1279
1,3508,51,Yes,25,1260.7
0,3509,11,Yes,20.95,267.35
0,3510,60,Yes,110.6,6586.85
0,3511,17,Yes,55.5,934.15
0,3512,3,Yes,43.3,123.65
0,3513,70,Yes,109.5,7534.65
0,3514,1,Yes,19.45,19.45
1,3515,43,Yes,84.85,3645.6
0,3516,16,Yes,19.6,314.45
0,3517,57,Yes,53.45,3053
0,3518,37,Yes,19.8,677.05
0,3519,72,Yes,112.1,7965.95
1,3520,11,Yes,84.8,906.85
1,3521,50,Yes,95.05,4888.7
1,3522,5,Yes,50.35,237.25
0,3523,1,Yes,74.6,74.6
0,3524,16,Yes,19.7,342.4
1,3525,2,Yes,74.2,140.1
0,3526,17,Yes,69,1108
0,3527,16,Yes,19.35,295.55
0,3528,15,Yes,59.45,892.65
0,3529,10,Yes,19.8,198.25
0,3530,46,Yes,105.2,4822.85
0,3531,64,Yes,109.2,6741.15
0,3532,1,Yes,79.15,79.15
0,3533,25,Yes,53.65,1355.45
0,3534,71,Yes,100.2,7209
0,3535,8,Yes,45.15,438.4
0,3536,72,Yes,108.65,7726.35
0,3537,49,No,40.65,2070.75
0,3538,29,No,55.35,1636.95
0,3539,72,Yes,105.6,7581.5
0,3540,31,Yes,93.8,3019.5
0,3541,50,Yes,95.7,4729.75
0,3542,71,Yes,83.2,6126.1
1,3543,70,Yes,90.05,6333.4
0,3544,71,Yes,97.65,6687.85
0,3545,61,Yes,68.05,4158.25
0,3546,32,Yes,96.2,3183.4
0,3547,1,Yes,79.6,79.6
0,3548,68,Yes,102.1,7149.35
0,3549,62,Yes,23.4,1429.65
0,3550,7,Yes,71.05,472.65
0,3551,20,Yes,85.25,1734.5
0,3552,6,Yes,19.45,113.5
1,3553,33,No,59.45,1884.65
0,3554,28,Yes,92.2,2568.15
0,3555,27,Yes,19.85,470
0,3556,7,Yes,43.9,278.4
0,3557,26,Yes,80.5,2088.8
1,3558,5,Yes,89.8,502.6
1,3559,30,Yes,90.5,2595.85
0,3560,63,Yes,90.45,5825.5
0,3561,1,Yes,50.75,50.75
0,3562,53,Yes,84.6,4449.75
0,3563,14,Yes,89.65,1208.35
0,3564,21,Yes,99.15,1956.4
0,3565,17,Yes,19.95,310.6
0,3566,16,Yes,20.5,290.55
0,3567,35,Yes,62.1,2096.1
1,3568,32,Yes,79.5,2665
0,3569,28,Yes,19.55,543.8
0,3570,1,Yes,20.35,20.35
0,3571,59,No,51.7,3005.8
0,3572,72,Yes,23.3,1623.15
0,3573,36,Yes,65.4,2498.4
0,3574,40,Yes,65.1,2586
0,3575,40,Yes,81.2,3292.3
0,3576,9,Yes,72.9,651.4
0,3577,63,Yes,74.5,4674.55
0,3578,3,Yes,80.5,232.35
0,3579,40,No,60.3,2448.5
0,3580,8,Yes,75,658.1
1,3581,34,Yes,90.15,3128.8
0,3582,5,No,40,223.45
1,3583,9,Yes,99.45,919.4
0,3584,9,Yes,69.05,653.95
0,3585,31,Yes,59.7,1825.5
0,3586,50,Yes,19.85,943.1
0,3587,2,Yes,86.25,181.65
0,3588,1,Yes,45.65,45.65
0,3589,8,Yes,70.1,551.35
0,3590,9,No,40.75,359.4
1,3591,2,Yes,70.2,115.95
0,3592,3,Yes,55.35,165.2
0,3593,25,Yes,95.7,2338.35
1,3594,1,Yes,46.3,46.3
0,3595,45,Yes,81.3,3541.1
1,3596,51,Yes,84.2,4146.05
0,3597,55,Yes,20,1087.25
0,3598,38,Yes,66.15,2522.4
0,3599,2,Yes,45.85,81
0,3600,38,Yes,19.6,717.3
0,3601,34,Yes,49.8,1734.2
0,3602,70,Yes,101.75,7069.3
0,3603,13,Yes,55.15,742.9
0,3604,39,Yes,75.25,3017.65
0,3605,61,Yes,103.95,6423
0,3606,12,Yes,100.15,1164.3
0,3607,41,Yes,99.65,4220.35
0,3608,21,Yes,73.7,1558.7
1,3609,55,No,50.05,2743.45
0,3610,69,No,60.25,4055.5
1,3611,26,Yes,105.75,2710.25
1,3612,69,Yes,87.3,6055.55
1,3613,18,No,48.35,810.7
0,3614,47,Yes,54.25,2538.2
0,3615,72,Yes,85.3,6129.2
1,3616,33,No,50,1750.85
0,3617,2,No,24.4,36.55
0,3618,72,Yes,90.95,6652.45
1,3619,37,Yes,72.25,2575.45
1,3620,62,Yes,96.1,6019.35
0,3621,71,Yes,19.85,1379.6
0,3622,23,Yes,55.3,1284.2
0,3623,16,Yes,20.1,296.15
0,3624,9,Yes,69.5,653.25
0,3625,17,Yes,25.15,412.6
0,3626,4,Yes,20.95,85.5
1,3627,1,Yes,49.55,49.55
0,3628,24,Yes,79.65,1928.7
1,3629,1,Yes,71.25,71.25
1,3630,72,Yes,113.8,7845.8
0,3631,72,Yes,24.55,1750.7
0,3632,11,Yes,19.7,216.2
0,3633,9,Yes,20.25,178.5
1,3634,2,Yes,50.15,115.1
1,3635,60,Yes,100.5,6029
1,3636,29,Yes,95.9,2745.2
0,3637,49,Yes,74.45,3721.9
1,3638,30,Yes,104.1,3121.1
0,3639,53,Yes,19.05,990.45
0,3640,39,Yes,25,1004.35
0,3641,9,Yes,19.05,157.65
0,3642,39,Yes,81.9,3219.75
1,3643,8,Yes,69.7,572.85
0,3644,51,Yes,90.15,4554.85
0,3645,71,Yes,25.35,1847.55
1,3646,71,Yes,24.65,1766.75
1,3647,70,Yes,19.55,1462.05
1,3648,1,No,25.25,25.25
0,3649,38,No,60,2193.2
0,3650,28,Yes,89.9,2433.5
0,3651,32,Yes,19.4,641.15
1,3652,49,Yes,49.8,2398.4
0,3653,37,Yes,24.1,861.85
0,3654,10,Yes,54.25,583
0,3655,67,Yes,109.9,7332.4
0,3656,7,No,35.5,249.55
0,3657,51,Yes,87.55,4475.9
0,3658,9,Yes,45.15,416.45
0,3659,9,Yes,88.4,788.6
0,3660,4,Yes,50.8,202.3
0,3661,71,Yes,99,6994.6
0,3662,50,Yes,84.4,4116.15
1,3663,24,Yes,96.55,2263.45
0,3664,22,Yes,59.75,1374.35
0,3665,44,Yes,111.5,4915.15
0,3666,33,Yes,24.25,838.5
0,3667,1,Yes,75.1,75.1
0,3668,54,Yes,70.15,3715.65
0,3669,42,Yes,101.75,4273.45
0,3670,1,Yes,45.8,45.8
0,3671,1,Yes,20.5,20.5
0,3672,30,Yes,70.4,2044.75
0,3673,1,No,30.55,30.55
0,3674,16,Yes,84.9,1398.25
0,3675,1,Yes,20.1,20.1
0,3676,9,No,40.65,328.95
1,3677,46,Yes,101,4680.05
0,3678,1,Yes,69.1,69.1
0,3679,71,Yes,54.5,3778.2
0,3680,43,Yes,75.35,3161.4
0,3681,50,No,44.45,2188.45
0,3682,13,Yes,75,999.45
0,3683,19,Yes,100,1888.65
0,3684,41,Yes,98.05,3990.6
1,3685,1,Yes,71.15,71.15
0,3686,24,No,54.15,1240.25
0,3687,40,Yes,63.9,2635
0,3688,3,Yes,69.15,235
0,3689,37,Yes,64.65,2347.85
0,3690,67,Yes,108.75,7156.2
0,3691,32,Yes,98.85,3089.6
0,3692,6,Yes,49.15,270.8
0,3693,32,Yes,89.6,2901.8
0,3694,59,Yes,83.25,4949.1
0,3695,30,Yes,70.25,2198.9
0,3696,20,Yes,19.4,374.5
0,3697,27,Yes,24.5,761.95
1,3698,20,Yes,79.15,1520.9
0,3699,9,Yes,20.1,190.25
0,3700,68,Yes,73,5163
0,3701,69,Yes,61.4,4059.85
0,3702,26,Yes,84.3,2281.6
0,3703,69,Yes,19.9,1356.7
0,3704,11,Yes,20.4,231.45
0,3705,1,Yes,50.75,50.75
0,3706,10,Yes,20.45,242.4
0,3707,55,Yes,75.75,4264.25
0,3708,44,Yes,65.4,2774.55
1,3709,46,Yes,80.4,3605.2
0,3710,69,Yes,59.75,4069.9
1,3711,11,Yes,78.5,874.2
0,3712,11,Yes,102,1145.35
0,3713,29,Yes,48.95,1323.7
0,3714,57,Yes,99.65,5497.05
0,3715,28,Yes,18.25,534.7
0,3716,42,Yes,54.55,2455.05
0,3717,2,Yes,20.65,38.7
0,3718,23,No,40.65,947.4
0,3719,18,Yes,20.45,357
0,3720,62,Yes,24.8,1476.25
0,3721,1,Yes,70.8,70.8
0,3722,16,Yes,89.05,1448.6
0,3723,3,Yes,96.6,291.9
0,3724,67,Yes,88.8,5903.15
0,3725,62,Yes,20.05,1201.65
0,3726,57,Yes,104.5,5921.35
0,3727,2,Yes,69.8,146.65
0,3728,23,Yes,77.15,1759.4
0,3729,25,No,35.05,844.45
1,3730,72,Yes,108.1,7774.05
0,3731,2,Yes,84.05,134.05
0,3732,8,Yes,20.2,140.95
0,3733,5,Yes,50.6,249.95
0,3734,35,No,49.2,1701.65
0,3735,24,Yes,24.6,592.65
0,3736,2,Yes,71.65,135.75
0,3737,72,Yes,104.9,7732.65
0,3738,41,Yes,106.5,4282.4
0,3739,4,Yes,49.35,219.65
0,3740,26,Yes,75.5,2018.1
0,3741,7,Yes,94.25,669
0,3742,1,Yes,68.95,68.95
0,3743,4,Yes,58.5,224.85
0,3744,48,Yes,78.9,3771.5
1,3745,2,Yes,93.85,196.75
1,3746,12,Yes,79.2,943.85
0,3747,60,Yes,109.45,6572.85
0,3748,55,Yes,59.2,3175.85
0,3749,1,No,29.15,29.15
0,3750,1,Yes,20.05,20.05
0,3751,4,Yes,76.05,318.9
0,3752,1,No,24.45,24.45
0,3753,42,Yes,66.5,2762.75
0,3754,1,Yes,49.55,49.55
0,3755,7,Yes,89.35,631.85
0,3756,3,Yes,73.6,232.5
0,3757,72,Yes,82.65,5919.35
0,3758,15,Yes,49,749.25
0,3759,4,Yes,80.35,307.4
0,3760,11,Yes,25.2,245.15
0,3761,5,Yes,25.45,134.75
1,3762,1,Yes,55.8,55.8
0,3763,72,Yes,110.9,8240.85
0,3764,55,Yes,77.75,4266.4
0,3765,40,Yes,26.2,1077.5
0,3766,57,Yes,19.9,1115.6
0,3767,1,Yes,79.05,79.05
0,3768,1,Yes,95,95
0,3769,1,No,25.2,25.2
1,3770,52,Yes,80.85,4079.55
1,3771,41,Yes,98.4,4187.75
0,3772,43,Yes,56.35,2391.15
0,3773,47,Yes,19.3,890.5
0,3774,3,Yes,50.4,137.25
1,3775,66,Yes,79.4,5154.6
0,3776,55,Yes,55.25,3119.9
0,3777,29,Yes,19.1,529.5
0,3778,12,Yes,84.05,966.55
0,3779,66,Yes,105.2,6936.85
1,3780,35,Yes,101.4,3496.3
1,3781,10,Yes,89.8,914.3
0,3782,27,Yes,75.75,1929
0,3783,58,Yes,95.3,5817.7
0,3784,54,Yes,109.75,6110.2
0,3785,9,Yes,19.85,178.8
0,3786,2,Yes,19.3,28.3
0,3787,6,Yes,69.1,435
1,3788,26,Yes,91.25,2351.8
0,3789,9,Yes,20.25,186.15
0,3790,8,Yes,54.75,445.85
0,3791,12,Yes,81.45,912
0,3792,15,Yes,49.1,679.55
0,3793,43,Yes,80.2,3581.6
0,3794,42,Yes,100.3,4222.95
0,3795,31,Yes,65.25,1994.3
0,3796,66,Yes,90.95,5930.05
1,3797,18,Yes,85.45,1505.85
0,3798,1,Yes,20,20
0,3799,61,Yes,94.1,5638.3
0,3800,10,Yes,79.85,797.25
1,3801,1,Yes,71.65,71.65
1,3802,18,Yes,73.55,1359.45
0,3803,24,Yes,104.65,2542.45
0,3804,3,Yes,19.3,54.7
0,3805,50,Yes,20.15,989.05
0,3806,1,Yes,44.55,44.55
0,3807,2,Yes,54.45,87.3
0,3808,17,Yes,19.65,351.55
0,3809,69,Yes,105,7297.75
0,3810,72,Yes,88.7,6301.7
0,3811,3,Yes,74.25,210.3
1,3812,50,Yes,75.15,3822.45
0,3813,53,Yes,20.25,1048.45
0,3814,58,Yes,109.1,6393.65
0,3815,46,No,30.75,1489.3
1,3816,72,Yes,112.9,8061.5
1,3817,1,Yes,74.2,74.2
0,3818,6,Yes,94.05,518.75
0,3819,72,Yes,78.85,5763.15
0,3820,4,Yes,55.3,238.5
0,3821,52,Yes,19.35,1031.7
0,3822,2,Yes,20.45,34.8
0,3823,65,Yes,19.35,1319.95
1,3824,43,Yes,101,4388.4
0,3825,4,Yes,100.2,420.2
1,3826,25,Yes,89.05,2177.45
0,3827,51,Yes,78.65,3950.85
0,3828,12,Yes,74.75,827.05
0,3829,57,Yes,70.1,3913.3
0,3830,24,Yes,19.9,533.5
0,3831,64,Yes,58.35,3756.45
0,3832,4,Yes,105.65,443.9
0,3833,26,Yes,100.5,2599.95
0,3834,15,Yes,20.05,284.3
1,3835,64,Yes,25.65,1740.8
1,3836,36,Yes,96.5,3436.1
0,3837,27,Yes,95,2462.55
1,3838,1,Yes,70.85,70.85
0,3839,35,Yes,85.95,3110.1
0,3840,4,Yes,73.9,280.85
0,3841,8,Yes,45.45,411.75
0,3842,10,Yes,20,198.6
0,3843,2,Yes,49.2,103.7
0,3844,58,Yes,109.45,6144.55
0,3845,51,Yes,83.25,4089.45
0,3846,46,Yes,19.25,864.2
0,3847,1,Yes,19.65,19.65
0,3848,46,Yes,72.8,3249.4
0,3849,50,Yes,109.65,5405.8
0,3850,53,Yes,65,3363.8
0,3851,61,Yes,114.1,7132.15
0,3852,5,Yes,20.65,93.55
0,3853,47,Yes,86.95,4138.9
0,3854,54,Yes,94.75,5121.75
0,3855,19,No,25.35,566.1
0,3856,26,Yes,105.45,2715.3
0,3857,70,Yes,25.4,1782.05
0,3858,17,Yes,102.55,1742.5
0,3859,30,Yes,100.2,2983.8
0,3860,1,Yes,24,24
0,3861,19,Yes,25.6,485.9
0,3862,26,Yes,73.5,1905.7
0,3863,21,Yes,74.05,1565.7
0,3864,50,Yes,98.25,4858.7
0,3865,68,No,54.4,3723.65
0,3866,3,Yes,101.55,298.35
0,3867,9,Yes,103.1,970.45
0,3868,51,No,34.2,1782
0,3869,9,Yes,43.75,405.7
1,3870,41,Yes,111.95,4534.9
0,3871,22,Yes,100.65,2415.95
0,3872,21,No,55.95,1157.05
0,3873,71,Yes,116.05,8297.5
0,3874,1,Yes,45.75,45.75
0,3875,26,Yes,82,2083.1
0,3876,71,Yes,65.15,4681.75
0,3877,4,Yes,44.8,176.2
0,3878,12,Yes,79.8,1001.2
0,3879,18,Yes,88.85,1594.75
0,3880,3,Yes,74.95,212.4
1,3881,72,Yes,106.85,7677.4
0,3882,11,Yes,74.95,815.5
0,3883,1,Yes,80.15,80.15
0,3884,13,Yes,19.3,259.65
0,3885,72,Yes,109.25,8109.8
0,3886,42,Yes,56.1,2386.85
0,3887,17,Yes,19.7,340.35
1,3888,7,Yes,51.3,419.35
0,3889,68,Yes,118.6,7990.05
0,3890,56,Yes,24.15,1402.25
0,3891,38,Yes,20.3,749.35
0,3892,72,Yes,115.5,8425.15
0,3893,48,Yes,25.05,1171.5
1,3894,52,Yes,109.1,5647.95
0,3895,35,Yes,19.65,708.8
0,3896,67,Yes,111.3,7567.2
0,3897,1,No,29.9,29.9
0,3898,53,Yes,80.6,4348.1
0,3899,34,Yes,20.8,635.9
0,3900,3,No,35.2,108.95
0,3901,1,Yes,78.8,78.8
0,3902,19,Yes,89.95,1682.4
1,3903,60,Yes,116.05,6925.9
0,3904,11,Yes,19.55,223.15
0,3905,47,Yes,106.4,5127.95
0,3906,18,Yes,49.4,874.8
0,3907,60,Yes,115.25,6758.45
0,3908,72,Yes,24.8,1874.3
0,3909,39,Yes,19.9,791.15
0,3910,59,Yes,81.25,4639.45
0,3911,2,Yes,69.95,143.9
1,3912,1,Yes,69.1,69.1
0,3913,20,Yes,90.2,1776.55
0,3914,6,Yes,93.55,536.4
0,3915,71,Yes,86.4,6172
0,3916,24,Yes,66.3,1559.45
1,3917,67,Yes,94.65,6079
0,3918,1,Yes,80.85,80.85
0,3919,48,Yes,82.05,4029.95
0,3920,37,Yes,72.1,2658.4
0,3921,11,No,34.7,383.55
0,3922,3,Yes,20.55,51.15
0,3923,18,Yes,95.95,1745.5
0,3924,50,Yes,44.8,2230.85
0,3925,67,Yes,109.4,7281.6
0,3926,25,Yes,71.05,1837.7
1,3927,2,Yes,78.55,149.55
0,3928,9,Yes,19.7,180.7
0,3929,10,No,40.25,411.45
0,3930,70,Yes,19.85,1328.35
0,3931,9,Yes,68.25,576.95
0,3932,4,Yes,20.15,68.45
0,3933,2,Yes,50.95,123.05
0,3934,1,Yes,78.65,78.65
0,3935,19,No,25.15,468.35
0,3936,7,Yes,20.25,174.7
0,3937,1,Yes,42.9,42.9
1,3938,1,Yes,44,44
0,3939,9,Yes,20.25,172.35
0,3940,3,No,34.25,139.35
0,3941,9,No,58.5,539.85
0,3942,5,Yes,55.8,300.4
0,3943,56,Yes,88.9,4968
0,3944,18,Yes,57.65,992.7
1,3945,49,Yes,96.2,4718.25
0,3946,70,Yes,79.15,5536.5
0,3947,72,Yes,108.05,7806.6
1,3948,6,Yes,74.4,434.1
1,3949,17,Yes,94.8,1563.9
0,3950,29,No,45.9,1332.4
0,3951,6,Yes,105.3,545.2
0,3952,63,Yes,102.6,6296.75
0,3953,16,Yes,73.85,1284.2
0,3954,59,Yes,61.35,3645.5
0,3955,3,Yes,57.55,161.45
0,3956,8,No,29.25,226.95
1,3957,7,Yes,84.55,646.85
0,3958,68,Yes,19.6,1441.65
0,3959,68,Yes,111.75,7511.3
1,3960,52,Yes,106.5,5621.85
0,3961,72,Yes,107.7,7919.8
0,3962,32,Yes,19.3,593.2
0,3963,72,Yes,20.05,1423.65
0,3964,1,Yes,69.95,69.95
0,3965,42,Yes,63.7,2763.35
0,3966,25,Yes,24.75,692.1
0,3967,45,Yes,50.9,2298.55
0,3968,43,No,60.4,2640.55
0,3969,37,Yes,79.25,2911.8
1,3970,20,Yes,85.8,1727.5
0,3971,4,No,24.45,86.6
0,3972,63,Yes,110.1,6705.7
0,3973,3,Yes,90.7,237.65
0,3974,66,Yes,25.3,1672.35
0,3975,28,Yes,105.7,2979.5
1,3976,8,Yes,85.2,695.75
0,3977,71,Yes,24.35,1654.6
0,3978,1,No,24.25,24.25
0,3979,72,Yes,25.1,1857.85
1,3980,16,Yes,54.55,825.1
0,3981,66,Yes,96.6,6424.25
0,3982,11,Yes,76.5,837.95
0,3983,51,Yes,81.15,4126.2
0,3984,8,No,38.5,330.8
0,3985,14,Yes,92.9,1337.45
0,3986,4,Yes,93.5,362.2
0,3987,70,Yes,84.7,5991.05
0,3988,70,Yes,66,4891.5
1,3989,54,Yes,101.5,5373.1
0,3990,28,Yes,74.9,2068.55
0,3991,24,Yes,20.75,487.05
0,3992,69,Yes,61.45,4131.2
0,3993,42,Yes,54.5,2301.15
1,3994,2,Yes,69.6,131.65
1,3995,39,Yes,99.75,4036
0,3996,45,Yes,109.75,4900.65
0,3997,72,Yes,80.85,5727.45
0,3998,38,Yes,20.3,743.05
0,3999,72,Yes,67.8,4804.65
0,4000,1,Yes,24.05,24.05
0,4001,72,Yes,19.8,1414.65
0,4002,55,Yes,25.7,1443.65
0,4003,51,No,56.15,2898.95
0,4004,63,Yes,86.7,5309.5
0,4005,1,Yes,20.4,20.4
0,4006,23,Yes,19.65,451.55
0,4007,1,Yes,50.55,50.55
0,4008,2,Yes,54.35,117.05
1,4009,52,Yes,108.1,5839.3
0,4010,36,Yes,54.45,1893.5
0,4011,1,Yes,45.35,45.35
0,4012,28,Yes,59,1654.45
0,4013,7,Yes,69.45,477.05
0,4014,14,Yes,100.55,1415.55
1,4015,72,No,64.95,4546
0,4016,1,Yes,20.5,20.5
0,4017,10,Yes,18.85,163.2
0,4018,42,Yes,19.8,849.9
0,4019,7,No,25.05,189.95
0,4020,4,Yes,74.8,321.9
0,4021,72,Yes,114.3,8058.55
0,4022,20,No,24.45,482.8
0,4023,63,Yes,109.2,7049.75
0,4024,56,No,45.05,2560.1
0,4025,5,Yes,51,286.8
0,4026,72,Yes,110.45,7982.5
1,4027,68,Yes,84.65,5683.6
0,4028,67,Yes,60.05,3994.05
0,4029,8,Yes,44.65,369.15
0,4030,52,Yes,93.25,4631.7
0,4031,18,Yes,20.25,401.95
0,4032,59,Yes,25.45,1534.05
0,4033,60,Yes,20.6,1093
0,4034,7,Yes,94.1,701.3
0,4035,59,No,34.8,1980.3
0,4036,46,No,60.75,2893.4
0,4037,5,Yes,51.35,262.3
1,4038,59,No,64.05,3886.85
0,4039,70,Yes,84.8,5917.55
0,4040,14,Yes,71,914
0,4041,44,Yes,50.15,2139.1
0,4042,64,Yes,94.6,5948.7
0,4043,58,No,59.75,3624.35
1,4044,46,Yes,100.25,4753.85
1,4045,58,Yes,98.9,5780.7
0,4046,72,Yes,97.7,6869.7
1,4047,30,No,40.3,1172.95
1,4048,11,Yes,60.25,662.95
1,4049,34,No,56.25,1765.95
0,4050,54,No,46.2,2431.95
0,4051,3,No,50.6,155.35
0,4052,72,Yes,24.9,1859.2
0,4053,40,Yes,84.85,3303.05
0,4054,2,Yes,65.7,134.35
0,4055,54,Yes,63.35,3409.1
0,4056,14,Yes,50.1,709.5
0,4057,1,Yes,70.5,70.5
0,4058,10,Yes,94.85,953.45
0,4059,1,Yes,50.15,50.15
0,4060,1,Yes,19.75,19.75
0,4061,56,Yes,64.65,3665.55
0,4062,68,Yes,79.6,5515.8
0,4063,14,Yes,19.5,272
0,4064,68,Yes,99.55,6668
1,4065,55,Yes,74,4052.4
0,4066,16,No,38.9,664.4
1,4067,9,Yes,79.55,718.55
0,4068,14,Yes,65.45,937.6
1,4069,58,Yes,98.7,5812.6
0,4070,53,No,46.3,2546.85
0,4071,70,Yes,99.35,6944.5
1,4072,14,Yes,95.8,1346.3
0,4073,22,Yes,67.5,1544.05
0,4074,10,Yes,78.15,765.15
0,4075,29,Yes,26.1,692.55
0,4076,1,Yes,69.6,69.6
0,4077,49,Yes,84.35,4059.35
1,4078,68,Yes,100.2,6851.65
0,4079,1,Yes,78.05,78.05
0,4080,30,No,40.35,1187.05
0,4081,72,Yes,79.2,5401.9
0,4082,10,Yes,20.9,247
0,4083,7,Yes,73.6,520
0,4084,9,Yes,74.75,706.6
0,4085,1,Yes,49.9,49.9
0,4086,20,Yes,68.9,1370.35
0,4087,1,Yes,20.25,20.25
0,4088,29,Yes,76,2215.25
0,4089,1,Yes,74,74
0,4090,3,Yes,82.3,214.4
0,4091,20,Yes,89.4,1871.15
0,4092,64,Yes,99.15,6171.2
0,4093,1,Yes,20.2,20.2
0,4094,6,No,29.45,161.45
0,4095,50,Yes,19.8,1013.2
0,4096,6,Yes,59.15,336.7
0,4097,7,Yes,44.75,333.65
0,4098,72,Yes,90.8,6511.8
0,4099,8,Yes,49.55,393.45
0,4100,67,Yes,106.7,7009.5
1,4101,24,Yes,93.55,2264.05
0,4102,72,Yes,94.45,6921.7
0,4103,33,Yes,19.45,600.25
0,4104,2,No,25.05,56.35
0,4105,70,Yes,67.95,4664.15
0,4106,22,Yes,65.25,1441.8
0,4107,59,Yes,99.45,5623.7
0,4108,36,Yes,20.35,695.85
0,4109,51,Yes,19.95,1028.75
0,4110,53,Yes,77.4,4155.95
0,4111,20,Yes,19.7,395.6
0,4112,63,Yes,99.7,6330.4
0,4113,40,Yes,74.8,2971.7
0,4114,35,Yes,19.15,638
0,4115,26,Yes,78.95,2034.25
1,4116,27,Yes,95.55,2510.2
0,4117,53,Yes,62.85,3419.5
1,4118,34,Yes,71.55,2427.35
1,4119,19,Yes,94.95,1760.25
0,4120,43,Yes,86.1,3551.65
0,4121,6,Yes,19.55,122.9
0,4122,56,Yes,24.8,1424.2
0,4123,57,No,39.3,2111.45
0,4124,34,Yes,84.05,2909.95
0,4125,10,No,36.25,374
0,4126,1,Yes,20.25,20.25
0,4127,13,No,23.9,300.8
0,4128,56,Yes,98.6,5581.05
0,4129,55,Yes,103.65,5676.65
0,4130,36,Yes,92.9,3379.25
0,4131,47,Yes,19.9,942.95
0,4132,12,Yes,20.1,232.4
0,4133,1,Yes,85.45,85.45
1,4134,24,Yes,80.5,2088.45
0,4135,63,Yes,99.9,6137
1,4136,35,No,39.85,1434.6
0,4137,67,Yes,60.5,3870
0,4138,25,Yes,84.8,2043.45
0,4139,21,Yes,103.85,2215
0,4140,13,Yes,67.8,842.25
0,4141,35,Yes,75.2,2576.2
1,4142,71,Yes,24.85,1901
0,4143,29,Yes,19.35,601.6
0,4144,71,No,49.35,3515.25
1,4145,7,Yes,89,605.45
1,4146,57,No,55,3094.05
0,4147,65,Yes,76.15,4929.55
0,4148,27,Yes,20.3,595.05
0,4149,6,Yes,74.9,469.8
1,4150,72,Yes,117.35,8436.25
0,4151,1,Yes,19.75,19.75
0,4152,11,Yes,45.2,492
0,4153,39,Yes,25.2,987.95
1,4154,59,Yes,89.75,5496.9
0,4155,26,Yes,75,1908.35
1,4156,2,Yes,49.95,107.1
0,4157,72,No,65.7,4575.35
0,4158,65,Yes,67.05,4309.55
0,4159,72,Yes,110.9,7922.75
0,4160,6,Yes,87.95,522.35
1,4161,32,Yes,19.8,587.7
0,4162,50,Yes,75.7,3876.2
0,4163,61,No,62.15,3778.85
0,4164,15,Yes,101.25,1457.25
0,4165,72,Yes,115.15,8349.45
0,4166,9,Yes,18.95,185.6
0,4167,1,Yes,19.5,19.5
0,4168,12,Yes,86.55,1066.9
0,4169,37,No,28.6,973.55
0,4170,61,Yes,20.4,1226.45
0,4171,18,Yes,19.8,342.3
0,4172,21,Yes,45.65,985.05
0,4173,68,No,56.4,3948.45
1,4174,12,Yes,73.3,828.05
1,4175,2,No,24.35,41.85
0,4176,62,Yes,101.35,6164.7
1,4177,29,Yes,98.65,2862.75
0,4178,1,No,33.6,33.6
1,4179,5,Yes,79.9,343.95
0,4180,1,Yes,20.7,20.7
0,4181,62,Yes,104.05,6590.5
0,4182,36,Yes,20.25,717.95
1,4183,28,Yes,103.3,2890.65
0,4184,69,Yes,73.7,4885.85
0,4185,11,Yes,96.2,1222.05
0,4186,63,Yes,108.75,6871.7
0,4187,23,Yes,20.15,405.6
0,4188,10,Yes,19.75,208.25
0,4189,71,Yes,25.95,1801.9
1,4190,45,Yes,70.05,3062.45
0,4191,70,Yes,24.05,1764.75
0,4192,22,Yes,84.75,1816.75
0,4193,52,Yes,23.05,1255.1
0,4194,55,Yes,104.15,5743.05
0,4195,65,No,59.95,3921.1
0,4196,72,Yes,19.55,1463.45
0,4197,10,Yes,19.6,189.45
0,4198,7,Yes,20.05,96.8
1,4199,5,Yes,85.55,408.5
0,4200,24,Yes,78.6,1846.65
0,4201,72,Yes,116.8,8456.75
0,4202,21,No,43.55,1011.5
0,4203,69,No,60.8,4263.4
0,4204,44,Yes,54.9,2549.1
1,4205,61,Yes,65.2,3965.05
1,4206,24,Yes,102.95,2496.7
0,4207,1,Yes,90.6,90.6
0,4208,6,Yes,50.8,288.05
0,4209,4,Yes,90.05,368.1
0,4210,72,Yes,108.2,7840.6
0,4211,72,Yes,92,6632.75
1,4212,14,Yes,75.1,1013.35
0,4213,7,Yes,25.05,152.95
0,4214,48,Yes,75.15,3772.65
0,4215,55,Yes,19.5,1026.35
0,4216,1,Yes,19.3,19.3
